Probe	K562-dCAS9-1	K562-dCAS9-2	K562-dCas9-sep-1	K562-dCas9-sep-2	K562-dCas9-all-1	OCI-dCAS9-1	OCI-dCAS9-2	OCI-dCas9-sep-1	OCI-dCas9-sep-2	OCI-dCas9-all-1
RP11-702H23.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
LIPT2	16.0	13.0	14.0	15.0	17.0	19.0	26.0	6.0	6.0	13.0
AP001372.2	56.0	13.0	26.0	51.0	50.0	29.0	30.0	21.0	20.0	14.0
POLD3	557.0	277.0	517.0	604.0	537.0	1317.0	2246.0	587.0	610.0	1015.0
CHRDL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-864N7.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF169	898.0	513.0	1378.0	1151.0	1579.0	1177.0	2164.0	626.0	803.0	844.0
XRRA1	425.0	213.0	452.0	540.0	554.0	289.0	628.0	176.0	207.0	213.0
AP000560.3	18.0	3.0	15.0	7.0	14.0	10.0	25.0	17.0	10.0	11.0
SPCS2	1245.0	408.0	900.0	1123.0	1024.0	947.0	2056.0	462.0	562.0	761.0
NEU3	880.0	696.0	1059.0	1567.0	1126.0	669.0	1774.0	356.0	510.0	450.0
OR2AT4	24.0	2.0	16.0	8.0	20.0	0.0	0.0	0.0	0.0	0.0
CTD-2562J17.2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLCO2B1	289.0	156.0	138.0	145.0	140.0	1.0	0.0	0.0	0.0	0.0
CTD-2562J17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPBGL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2562J17.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2562J17.6	572.0	72.0	170.0	237.0	164.0	578.0	628.0	346.0	206.0	432.0
ARRB1	1550.0	442.0	696.0	882.0	664.0	2658.0	3799.0	1493.0	1372.0	1929.0
CTD-2562J17.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS3	32535.0	13384.0	24326.0	26427.0	29829.0	39168.0	59766.0	16924.0	25544.0	24503.0
KLHL35	0.0	0.0	0.0	0.0	0.0	16.0	24.0	14.0	9.0	18.0
GDPD5	534.0	113.0	412.0	184.0	429.0	142.0	147.0	88.0	62.0	108.0
RP11-939C17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERPINH1	3461.0	1302.0	2775.0	2905.0	3026.0	939.0	1758.0	638.0	736.0	1020.0
CTD-2530H12.4	1.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	2.0	0.0
MAP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2530H12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2530H12.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MOGAT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2530H12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DGAT2	45.0	31.0	49.0	69.0	54.0	489.0	854.0	199.0	267.0	235.0
CTD-2530H12.2	0.0	0.0	0.0	0.0	1.0	2.0	7.0	2.0	1.0	3.0
RP11-535A19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-535A19.2	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0
UVRAG	515.0	241.0	462.0	583.0	596.0	701.0	1447.0	452.0	412.0	508.0
RP11-263C24.1	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	2.0	0.0
CTD-2011F17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	3.0	0.0	1.0	1.0	10.0	0.0	4.0	1.0	0.0	0.0
RP11-619A14.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-619A14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKRIR	1224.0	613.0	1093.0	1637.0	1321.0	1243.0	2456.0	658.0	941.0	1206.0
RP11-111M22.2	61.0	12.0	76.0	24.0	65.0	41.0	48.0	29.0	12.0	24.0
RP11-111M22.4	6.0	2.0	8.0	2.0	6.0	1.0	5.0	2.0	0.0	1.0
RP11-111M22.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-111M22.3	83.0	45.0	77.0	110.0	82.0	53.0	59.0	39.0	26.0	38.0
C11orf30	460.0	209.0	471.0	437.0	528.0	742.0	1461.0	494.0	408.0	663.0
RP11-672A2.6	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0
RP11-672A2.5	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	2.0
RP11-672A2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP001189.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC32	2.0	8.0	6.0	3.0	9.0	1.0	4.0	0.0	0.0	0.0
RP11-672A2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-672A2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-21L23.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSKU	190.0	169.0	307.0	337.0	436.0	96.0	90.0	88.0	86.0	109.0
RP11-21L23.3	0.0	2.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
RP11-21L23.2	24.0	19.0	39.0	37.0	46.0	3.0	1.0	7.0	5.0	4.0
ACER3	707.0	306.0	821.0	608.0	912.0	480.0	1123.0	296.0	350.0	386.0
CTD-2547H18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B3GNT6	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPN5	6.0	10.0	33.0	11.0	43.0	15.0	24.0	22.0	18.0	24.0
OMP	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO7A	7.0	1.0	21.0	3.0	20.0	16.0	5.0	18.0	10.0	5.0
GDPD4	6.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
PAK1	38.0	12.0	60.0	42.0	53.0	1057.0	3087.0	548.0	622.0	662.0
RP11-739B23.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
CLNS1A	2051.0	1563.0	2605.0	3430.0	2931.0	4025.0	9466.0	1968.0	2877.0	2601.0
AQP11	10.0	5.0	17.0	13.0	10.0	12.0	11.0	4.0	6.0	14.0
RSF1	1645.0	668.0	1944.0	1731.0	2272.0	1786.0	3465.0	1316.0	1198.0	1381.0
RSF1-IT2	1.0	1.0	1.0	3.0	8.0	6.0	7.0	5.0	0.0	6.0
RSF1-IT1	2.0	0.0	5.0	1.0	1.0	1.0	4.0	1.0	0.0	3.0
AAMDC	130.0	70.0	112.0	114.0	128.0	70.0	150.0	44.0	42.0	46.0
RP11-91P24.7	0.0	0.0	1.0	0.0	1.0	1.0	1.0	3.0	0.0	0.0
RP11-91P24.5	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
RP11-91P24.6	6.0	0.0	3.0	0.0	4.0	1.0	8.0	2.0	0.0	1.0
INTS4	914.0	360.0	777.0	858.0	906.0	745.0	1525.0	417.0	425.0	473.0
RP11-7I15.3	2.0	1.0	3.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0
KCTD14	2035.0	976.0	1190.0	2156.0	1307.0	891.0	1805.0	439.0	486.0	497.0
NDUFC2-KCTD14	2021.0	969.0	1185.0	2146.0	1303.0	891.0	1804.0	439.0	484.0	495.0
RP11-7I15.4	1.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0
THRSP	31.0	3.0	17.0	7.0	24.0	0.0	0.0	0.0	0.0	0.0
NDUFC2	3661.0	1551.0	2065.0	3563.0	2299.0	1552.0	3037.0	716.0	843.0	982.0
ALG8	883.0	490.0	648.0	1119.0	761.0	1067.0	2402.0	586.0	688.0	850.0
KCTD21-AS1	94.0	10.0	55.0	52.0	72.0	24.0	37.0	25.0	10.0	16.0
KCTD21	213.0	68.0	151.0	165.0	150.0	67.0	151.0	76.0	44.0	59.0
USP35	237.0	53.0	200.0	155.0	187.0	115.0	179.0	82.0	36.0	93.0
GAB2	4863.0	967.0	3851.0	2145.0	3984.0	825.0	2198.0	449.0	499.0	251.0
RP11-452H21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-452H21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-452H21.4	14.0	1.0	7.0	4.0	10.0	3.0	10.0	2.0	1.0	5.0
NARS2	487.0	342.0	527.0	953.0	632.0	470.0	1113.0	303.0	320.0	367.0
RP11-843A23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-673F18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2337I7.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-802F5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-258O13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-683O4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2555I5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-686G23.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-179A16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-876F14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-179A16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM181B	1.0	0.0	4.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0
RP11-718B12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRCP	910.0	360.0	809.0	771.0	1018.0	1307.0	2247.0	885.0	766.0	845.0
DDIAS	280.0	206.0	252.0	455.0	304.0	695.0	1650.0	372.0	399.0	614.0
RP11-659G9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB30	55.0	27.0	79.0	48.0	91.0	9.0	26.0	12.0	21.0	15.0
RAB30-AS1	240.0	89.0	226.0	250.0	245.0	133.0	220.0	112.0	73.0	114.0
RP11-113K21.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-113K21.6	8.0	3.0	4.0	4.0	14.0	9.0	10.0	6.0	0.0	3.0
PCF11	1901.0	472.0	1701.0	1076.0	1916.0	2170.0	3571.0	1201.0	958.0	1610.0
RP11-727A23.4	16.0	2.0	3.0	11.0	6.0	11.0	22.0	6.0	1.0	7.0
RP11-727A23.5	69.0	33.0	71.0	63.0	97.0	48.0	92.0	38.0	14.0	50.0
RP11-727A23.11	14.0	7.0	21.0	12.0	15.0	10.0	14.0	5.0	7.0	7.0
ANKRD42	221.0	85.0	204.0	232.0	231.0	336.0	482.0	249.0	181.0	245.0
RP11-727A23.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC90B	595.0	269.0	437.0	701.0	519.0	621.0	1030.0	342.0	393.0	533.0
RP11-727A23.10	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0
DLG2	17.0	12.0	25.0	29.0	26.0	35.0	29.0	30.0	20.0	51.0
RP11-160H12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2537O9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000857.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM126B	1200.0	389.0	681.0	1116.0	811.0	819.0	1618.0	465.0	517.0	724.0
TMEM126A	325.0	195.0	261.0	424.0	304.0	351.0	819.0	149.0	274.0	269.0
CREBZF	1610.0	305.0	1511.0	861.0	1783.0	1495.0	1840.0	1164.0	728.0	1313.0
CCDC89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYTL2	22.0	1.0	6.0	5.0	2.0	13.0	12.0	8.0	7.0	14.0
RP11-700A24.1	1.0	2.0	2.0	1.0	5.0	3.0	9.0	1.0	0.0	0.0
CCDC83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-90K17.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PICALM	5890.0	5336.0	8414.0	8888.0	10630.0	2041.0	3900.0	1426.0	1228.0	1684.0
RP11-12D16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EED	689.0	414.0	654.0	918.0	796.0	584.0	1204.0	363.0	357.0	531.0
C11orf73	499.0	228.0	426.0	548.0	465.0	434.0	797.0	239.0	229.0	314.0
CCDC81	4.0	1.0	10.0	8.0	8.0	8.0	7.0	4.0	3.0	1.0
RP11-317J19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-762L8.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ME3	0.0	0.0	0.0	0.0	0.0	44.0	29.0	26.0	22.0	31.0
CTD-2005H7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2005H7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS23	8.0	0.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0
AP000654.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-736K20.5	81.0	43.0	89.0	61.0	103.0	0.0	0.0	0.0	0.0	0.0
RP11-736K20.4	39.0	10.0	40.0	17.0	45.0	0.0	0.0	0.0	0.0	0.0
FZD4	993.0	373.0	1125.0	778.0	1296.0	22.0	44.0	35.0	25.0	33.0
RP11-736K20.6	14.0	5.0	14.0	16.0	20.0	0.0	0.0	0.0	0.0	0.0
RP11-736K20.2	11.0	4.0	13.0	15.0	17.0	0.0	0.0	0.0	0.0	0.0
TMEM135	1571.0	591.0	2052.0	1345.0	2522.0	512.0	1077.0	336.0	486.0	392.0
RP11-648O15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2028E8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-137O10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-720D4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-720D4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-665E10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-665E10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-164N3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-164N3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-164N3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB38	16.0	8.0	9.0	23.0	13.0	3.0	24.0	0.0	0.0	2.0
RP11-685B24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSC	3311.0	1230.0	2214.0	4223.0	2435.0	3481.0	8502.0	2102.0	2305.0	2707.0
GRM5-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRM5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TYR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-796A5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-796A5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643G5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643G5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643G5.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643G5.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643G5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-643G5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-313I2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-313I2.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM64B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM49D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM49D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM49C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBTFL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000648.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAALAD2	2.0	2.0	6.0	4.0	5.0	3.0	2.0	6.0	0.0	2.0
AP000648.5	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHORDC1	1228.0	695.0	1091.0	1692.0	1293.0	1015.0	3039.0	653.0	738.0	976.0
RP11-121L10.2	23.0	5.0	24.0	9.0	46.0	2.0	6.0	0.0	2.0	0.0
DISC1FP1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-660M18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-678K21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-678K21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-678K21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-699F16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-739P6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-739P6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-843F11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-201M22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-806N19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAT3	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-675M1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-203F8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-676F20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTNR1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-183A22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-573M3.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC36A4	151.0	87.0	138.0	233.0	153.0	870.0	1864.0	751.0	546.0	797.0
RP11-573M3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-573M3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-755E23.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-755E23.2	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC67	441.0	42.0	260.0	130.0	230.0	0.0	0.0	0.0	0.0	0.0
SMCO4	181.0	76.0	175.0	138.0	174.0	151.0	276.0	79.0	101.0	120.0
RP11-178H8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-178H8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEP295	1194.0	429.0	967.0	942.0	996.0	939.0	2001.0	648.0	463.0	741.0
SCARNA9	623.0	124.0	262.0	241.0	341.0	208.0	390.0	196.0	152.0	184.0
RP11-178H8.7	31.0	4.0	23.0	18.0	26.0	35.0	78.0	33.0	17.0	29.0
TAF1D	3054.0	1212.0	3126.0	2725.0	3835.0	2317.0	5339.0	1517.0	1855.0	1834.0
C11orf54	672.0	238.0	732.0	546.0	820.0	278.0	588.0	255.0	196.0	227.0
MED17	629.0	269.0	472.0	521.0	541.0	839.0	1656.0	428.0	422.0	709.0
VSTM5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEPHL1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PANX1	296.0	142.0	202.0	300.0	208.0	488.0	1065.0	364.0	252.0	434.0
RP11-680H20.2	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
IZUMO1R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR83	4.0	0.0	6.0	0.0	6.0	1.0	6.0	0.0	0.0	0.0
MRE11A	1189.0	542.0	1325.0	1368.0	1546.0	1710.0	2806.0	905.0	1054.0	1322.0
RP11-685N10.1	13.0	4.0	12.0	5.0	9.0	23.0	65.0	33.0	9.0	29.0
ANKRD49	346.0	100.0	240.0	229.0	249.0	322.0	499.0	179.0	146.0	258.0
C11orf97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUT4	340.0	139.0	253.0	356.0	312.0	2690.0	5489.0	1704.0	1332.0	1604.0
PIWIL4	289.0	77.0	158.0	285.0	188.0	1029.0	1689.0	544.0	407.0	482.0
RP11-867G2.8	0.0	0.0	0.0	0.0	0.0	30.0	48.0	7.0	9.0	13.0
RP11-867G2.4	1.0	0.0	0.0	1.0	0.0	8.0	14.0	11.0	4.0	3.0
RP11-867G2.5	4.0	1.0	4.0	5.0	3.0	8.0	10.0	19.0	1.0	6.0
RP11-867G2.6	25.0	7.0	10.0	5.0	7.0	33.0	23.0	43.0	10.0	28.0
AMOTL1	3454.0	900.0	1825.0	2322.0	1776.0	764.0	858.0	788.0	712.0	872.0
RP11-856F16.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CWC15	770.0	422.0	679.0	914.0	707.0	674.0	1458.0	397.0	410.0	581.0
KDM4D	31.0	20.0	34.0	33.0	33.0	16.0	32.0	19.0	20.0	17.0
KDM4E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRSF8	768.0	346.0	470.0	727.0	492.0	580.0	896.0	276.0	247.0	510.0
ENDOD1	356.0	222.0	284.0	375.0	274.0	239.0	444.0	143.0	214.0	276.0
RP11-712B9.2	0.0	0.0	3.0	0.0	2.0	23.0	17.0	39.0	15.0	29.0
SESN3	571.0	167.0	565.0	451.0	685.0	4029.0	5288.0	4700.0	2387.0	5365.0
RP11-338H14.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-644L4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM76B	594.0	147.0	520.0	373.0	617.0	640.0	1110.0	329.0	336.0	588.0
CEP57	2621.0	913.0	2304.0	1974.0	2707.0	1775.0	2595.0	840.0	1251.0	1237.0
MTMR2	783.0	568.0	915.0	1450.0	1154.0	947.0	2356.0	574.0	719.0	758.0
MAML2	868.0	214.0	567.0	675.0	614.0	177.0	102.0	167.0	155.0	103.0
CCDC82	623.0	216.0	476.0	471.0	497.0	474.0	857.0	312.0	313.0	455.0
JRKL	287.0	114.0	260.0	308.0	271.0	337.0	308.0	193.0	175.0	226.0
JRKL-AS1	13.0	0.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
RP11-49K4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-360K13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-882G5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-379J13.2	3.0	5.0	15.0	9.0	14.0	0.0	0.0	0.0	0.0	0.0
RP11-115E19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-99C10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNTN5	2.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
CTD-2383M3.1	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ARHGAP42	42.0	26.0	90.0	118.0	116.0	11.0	38.0	3.0	7.0	4.0
TMEM133	7.0	1.0	17.0	26.0	15.0	0.0	8.0	0.0	1.0	0.0
PGR	43.0	76.0	294.0	267.0	365.0	0.0	0.0	0.0	0.0	0.0
TRPC6	0.0	0.0	0.0	0.0	0.0	7.0	8.0	3.0	8.0	10.0
ANGPTL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1377	0.0	0.0	6.0	2.0	4.0	4.0	13.0	6.0	6.0	7.0
C11orf70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-732A21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-732A21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAP1	0.0	0.0	0.0	0.0	1.0	38.0	45.0	29.0	23.0	23.0
RP11-864G5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIRC3	76.0	17.0	30.0	40.0	28.0	1.0	2.0	7.0	0.0	1.0
BIRC2	1084.0	384.0	976.0	944.0	1126.0	875.0	1235.0	551.0	462.0	728.0
TMEM123	2124.0	1297.0	2041.0	2932.0	2467.0	6191.0	10668.0	3586.0	4657.0	4949.0
RP11-315O6.1	1.0	0.0	1.0	1.0	2.0	3.0	3.0	2.0	3.0	1.0
RP11-315O6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
